JOB TITLE,LOCATION,DISCIPLINE,EMPLOYMENT TYPE,Link,Qualifications,RESPONSIBILITIES,BASIC QUALIFICATIONS,PREFERRED SKILLS AND EXPERIENCE,ADDITIONAL REQUIREMENTS,COMPENSATION AND BENEFITS
Recovery Operations Engineer (Starship),"Starbase, TX",Engineering - Aerospace & Mechanical,Full-Time,https://boards.greenhouse.io/spacex/jobs/6971828002?gh_jid=6971828002,,"Support operational engineering duties for SpaceX’s Starship Range and Recovery efforts Lead a team of engineers and technicians performing offshore Starship Recovery operations Perform troubleshooting, upgrades, and system maintenance on hardware deployed on terrestrial, maritime, and air assets including mechanical, electrical, or control systems Provide on-console engineering support during launch and major ground test operations Identify areas of operational improvement & work with design teams to develop and implement innovative new solutions to the range and recovery efforts Develop work instructions to support ongoing operations, maintenance, repairs, upgrades, and vendor contracts Provide critical program information and interface with external parties/programs (FAA, USCG, etc.) to ensure compliance and alignment with the Starship program goals Serve as the final authority to ensure all operations are conducted in a safe manner Perform other related duties, as assigned, for the purpose of ensuring an efficient and effective work environment","Bachelor’s degree in mechanical, aerospace, naval, marine, electrical, or systems engineering or STEM discipline   1+ years of experience building, maintaining, and modifying complex mechanical/electrical hardware or 1+ years of experience managing technical compliance or contracts in the aerospace/marine field","High levels of personal autonomy and self-driven motivation Ability to thrive in ambiguous requirements and aggressive timelines Experience troubleshooting and maintaining mechanical/electrical systems and associated control hardware Demonstrated experience setting test objectives, writing test plans, and executing hands-on testing Strong interpersonal skills and ability to work effectively in a team environment, accomplishing tasks with limited resources at a rapid pace Demonstrated history of working efficiently with hazardous systems (high pressure, high voltage, cryogenic, toxic, flammable, hypergolic, pyrophoric) Demonstrated experience conducting effective root cause and failure analysis Ability to read, understand and apply technical drawings, data reports, mechanical schematics, electrical schematics, and design specifications Experience working and building hardware in an offshore and/or marine environment Experience interfacing with government and regulatory bodies Experience in drafting and reviewing legal agreements and processes Experience operating and troubleshooting remote-operated ground control systems Experience with critical operations where real-time decision-making affected success criteria Ability to prioritize and execute tasks in a high-pressure environment Self-motivated and directed with keen attention to detail Ongoing drive for continuous improvement in all aspects of work Detail oriented, organized, and demonstrate a high sense of urgency","Ability to support offshore operations and willing to work offshore for extended duration without access to emergency services normally available on shore Ability to climb ladders, work at height, and work in tight/confined spaces Hardware is typically built in tight quarters and physical dexterity is required Willing to work with hazardous materials Ability to perform job duties that require standing, kneeling, crouching, twisting upper body, working in cramped positions in small openings, climbing hand over hand, and lifting 25 lbs. Willing to work in extreme outdoor environments – heat, cold, rain, wind, open ocean Hours vary depending on site operational needs; flexibility required Must be willing to travel Must pass Air Force background checks for Cape Canaveral and Vandenberg Ability to operate heavy machinery Ability to pass offshore physical fitness testing if required Position is subject to pre-employment drug and random drug and alcohol testing","Pay range: Recovery Operations Engineer/Level I: $95,000.00 - $115,000.00/per year Recovery Operations Engineer/Level II: $110,000.00 - $130,000.00/per year Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience. Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock, stock options, or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short and long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation and will be eligible for 10 or more paid holidays per year. Exempt employees are eligible for 5 days of sick leave per year."
Recovery Technician (West Coast),"Hawthorne, CA",Production,Full-Time,https://boards.greenhouse.io/spacex/jobs/6931198002?gh_jid=6931198002,,"Stage, set up, assemble/disassemble, test and install/remove flight hardware using precision calibrated tools – torque wrenches, micrometers and calipers Hands-on operations with both large and small, fragile assemblies Read and interpret blueprints and schematics Perform work according to procedures, specifications and test instructions Maintain facility operations including organization, maintenance and safety of facility Collaborate with recovery engineers to develop and document activities Ensure recovery services are performed on time, safely and in a professional manner Perform other related duties, as assigned, for the purpose of ensuring an efficient and effective work environment Maintain and repair recovery vessels as required Recover flown hardware to prepare for refurbishment Use various mechanical tools without instruction Maintain accountability and perform maintenance of tools and equipment","High school diploma or equivalency certificate  1+ years of professional hands-on experience in hardware assembly, test, maintenance and/or installation OR certificate from an accredited trade skills program in Airframe & Powerplant (A&P), manufacturing, and/or electronics 1+ years of experience troubleshooting mechanical systems","Maritime experience Airframe & Powerplant (A&P) license or Aerospace Technology certification Prior experience working with launch vehicles or marine vessels Prior experience supporting recovery efforts Knowledge of pressure, temperature and flow measurement devices Experience operating forklifts, cranes and heavy equipment Experience with hydrostatic and pneumatic testing A demonstrated ability in reading and understanding technical drawings, manuals and reports Able to rapidly change roles/responsibilities while working in a high-paced, challenging work environment","Ability to pass Air Force background check for Cape Canaveral and Vandenberg Position requires ability to obtain Merchant Mariner credential, which includes pre-employment and random drug testing in accordance with 46 CFR 16 and 49 CFR 40 Ability to work on offshore vessels for extended durations without access to emergency services normally available on shore Ability to climb ladders and work in tight spaces Ability to climb up and down stairs regularly throughout the day Ability to operate heavy machinery Willing to operate small support boats in open ocean conditions Ability to lift and handle up to 35 lbs unassisted Ability to work in confined spaces Willing to work in extreme outdoor environments – heat, cold, rain, wind, open ocean Work performed in an environment requiring exposure to fumes, odors, and noise When necessary, must be willing to work long hours and weekends to support launch and critical project timelines","Pay range:     Recovery Technician/Level 1: $20.00 - $27.00/hour     Recovery Technician/Level 2: $25.00 - $32.50/hour     Recovery Technician/Level 3: $30.00 - $38.00/hour     Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience. Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock, stock options, or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short and long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation and will be eligible for 10 or more paid holidays per year.      "
Reliability Technician (Starlink),"Hawthorne, CA",Production,Full-Time,https://boards.greenhouse.io/spacex/jobs/6998466002?gh_jid=6998466002,"High school diploma or equivalency certificate
1+ years of experience working in a production, mechanical, or manufacturing environment",Communicate and resolve quality related issues as they relate to the Starlink product department Document production non-conformances in accordance with prescribed procedures and processes as required Support quality management system policies and procedure documentation Support root cause investigations on Starlink products Assess production compliance to company and industry standards,"High school diploma or equivalency certificate 1+ years of experience working in a production, mechanical, or manufacturing environment","2+ years of quality experience in a manufacturing environment Degree in a technical or engineering field Experience working with root cause/corrective action systems Self-motivated, proactive, and capable of managing priorities and tasks as delegated Practical experience working within quality management systems (ISO 9001)","Ability to work overtime and weekends as needed Must be available to work the following shifts: Monday to Friday, 1st shift (6am - 4:30pm) or 2nd shift (1pm - 11pm)","Pay range:           Level 1: $20.00 - $24.50/hour         Level 2: $23.00 - $29.00/hour         Level 3: $27.00 - $35.00/hour         Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience. Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock, stock options, or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short and long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation and will be eligible for 10 or more paid holidays per year."
Reliability Test Engineer (Starlink Product),"Bastrop, TX",Engineering - Aerospace & Mechanical,Full-Time,https://boards.greenhouse.io/spacex/jobs/6979165002?gh_jid=6979165002,"Bachelor’s degree in an engineering discipline
1+ years of experience in test, analysis, manufacturing, or hardware development (internship and project experience is applicable)","Develop and implement reliability test strategies for new products and their subcomponents to maximize field life and minimize early life failures Design and execute novel environmental, RF, mechanical, and electrical testing techniques tailored to the product and its functions Write test programs to exercise the functionality of the product over various conditions and environments Automate reliability test initiatives and reporting using proper data visualization techniques and thorough knowledge of the product and its functions Work closely with hardware, software, and network engineering teams to maximize reliability across all disciplines Define the ongoing reliability testing strategy to monitor the manufacturing process health and screen for long-term reliability defects caused by process and component variability Root-cause failures found in test and drive design iteration to meet long-term reliability goals","Bachelor’s degree in an engineering discipline 1+ years of experience in test, analysis, manufacturing, or hardware development (internship and project experience is applicable)","Experience with both electronics and mechanical design and analysis including knowledge of RF principles Programming experience in Python, C and SQL with an emphasis on data analysis and automation Demonstrated capability to think creatively and solve complex problems with little to no supervision on schedule as an individual or as a member of an integrated team Experience in a fast-paced, iterative design environment within the consumer electronics, mobile handset, medical devices, aerospace, marine, or automotive industries","Ability to work extended hours, weekends, and offsite as needed","Pay range:           Reliability Test Engineer/Level I: $95,000.00 - $115,000.00/per year     Reliability Test Engineer/Level II: $110,000.00 - $130,000.00/per year        Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience. Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock, stock options, or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short and long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation and will be eligible for 10 or more paid holidays per year. Exempt employees are eligible for 5 days of sick leave per year."
"RF and Network Analysis Engineer, Starlink Regulatory (Starlink)","Washington, DC",Engineering - Electrical,Full-Time,https://boards.greenhouse.io/spacex/jobs/6840840002?gh_jid=6840840002,"Bachelor's degree in an engineering discipline
2+ years of software engineering experience","Support technical analyses pertaining to radio frequency interference and satellite spectrum coordination Model Starlink and other non-geostationary satellite’s operational topology and hardware Simulate for various scenarios considering regulatory constraints, geographic constraints, RF link budgets, constellation growth, customer growth, and coordination strategies, etc. Based on simulation results, analyze network and user experience impacts and make recommendations on satellite policy and coordination strategy Help provide strategic regulatory recommendations and advocacy support to business development efforts",Bachelor's degree in an engineering discipline 2+ years of software engineering experience,"Basic radiofrequency understanding Experience with Python and/or MATLAB Experience with Visualyse Basic understanding of satellite orbital mechanics Experience in software development Experience in modeling large non-geostationary satellite constellations Experience in satellite network simulation development and analysis Experience with RF topics in satellite communications, including link budgets, antenna theory and design, and interference analysis Understands satellite hardware and orbital mechanics",Ability to work extended hours or weekends as needed for mission critical deadlines,"Pay Range:     RF Engineer/Level I: $120,000.00 - $145,000.00/per year    RF Engineer/Level II: $140,000.00 - $170,000.00/per year         Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience. Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock, stock options, or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short & long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation & will be eligible for 10 or more paid holidays per year. Exempt employees are eligible for 5 days of sick leave per year."
RF Engineer (Starshield),"Hawthorne, CA",Engineering - Electrical,Full-Time,https://boards.greenhouse.io/spacex/jobs/6928800002?gh_jid=6928800002,"Bachelor’s degree in computer engineering, or electrical engineering
1+ years of experience RF engineering
Experience with modeling/analysis tools/software such as HFSS, CST, ADS, MATLAB, C/C++, and/or Python
Experience with RF test equipment such as VNA, spectrum analyzer, etc","Drive program-level decisions on RF system designs Research novel solutions for unique large-scale satellite RF systems Work in close collaboration with hardware, FPGA, DSP, and software engineers to design and validate RF systems Responsible for development and full life cycle support of RF hardware spanning PCBA board testing and defect detection, full functional testing of an assembled unit, and resolving on-orbit vehicle anomalies Create electromagnetic simulation models of hardware (antennas, filters, PCB layout) to design and evaluate performance Modify electrical schematics and mechanical drawings for flight applications as they relate to reliability and manufacturability","Bachelor’s degree in computer engineering, or electrical engineering 1+ years of experience RF engineering Experience with modeling/analysis tools/software such as HFSS, CST, ADS, MATLAB, C/C++, and/or Python Experience with RF test equipment such as VNA, spectrum analyzer, etc.","Master’s degree in electrical engineering with emphasis in microwave/RF engineering 1+ years of professional experience in a relevant field Experience modeling RF and channel impairments such as multipath, phase noise, group delay, fading and nonlinear distortion Experience designing RF systems including radio astronomy, SIGINT, ELINT, radar, or wireless communications Experience with basic principles of antenna theory Experience with software-defined radios and frameworks, such as GNU Radio Understanding of link budgets and analysis related to communications and remote sensing systems Active Top Secret or Top Secret SCI clearance, or ability to obtain one desired but not required","An active clearance may provide the opportunity for you to work on sensitive SpaceX missions; if so, you will be subject to pre-employment drug and random drug and alcohol testing Must be willing to work extended hours and weekends as needed","Pay range:     RF Engineer/Level I: $120,000.00 - $145,000.00/per year     RF Engineer/Level II: $140,000.00 - $170,000.00/per year     Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience. Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock, stock options, or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short & long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation & will be eligible for 10 or more paid holidays per year. Exempt employees are eligible for 5 days of sick leave per year. "
RF Engineer (Starshield),"Redmond, WA",Engineering - Electrical,Full-Time,https://boards.greenhouse.io/spacex/jobs/6928787002?gh_jid=6928787002,"Bachelor’s degree in computer engineering, or electrical engineering
1+ years of experience RF engineering
Experience with modeling/analysis tools/software such as HFSS, CST, ADS, MATLAB, C/C++, and/or Python
Experience with RF test equipment such as VNA, spectrum analyzer, etc.","Drive program-level decisions on RF system designs Research novel solutions for unique large-scale satellite RF systems Work in close collaboration with hardware, FPGA, DSP, and software engineers to design and validate RF systems Responsible for development and full life cycle support of RF hardware spanning PCBA board testing and defect detection, full functional testing of an assembled unit, and resolving on-orbit vehicle anomalies Create electromagnetic simulation models of hardware (antennas, filters, PCB layout) to design and evaluate performance Modify electrical schematics and mechanical drawings for flight applications as they relate to reliability and manufacturability","Bachelor’s degree in computer engineering, or electrical engineering 1+ years of experience RF engineering Experience with modeling/analysis tools/software such as HFSS, CST, ADS, MATLAB, C/C++, and/or Python Experience with RF test equipment such as VNA, spectrum analyzer, etc.","Master’s degree in electrical engineering with emphasis in microwave/RF engineering 1+ years of professional experience in a relevant field Experience modeling RF and channel impairments such as multipath, phase noise, group delay, fading and nonlinear distortion Experience designing RF systems including radio astronomy, SIGINT, ELINT, radar, or wireless communications Experience with basic principles of antenna theory Experience with software-defined radios and frameworks, such as GNU Radio Understanding of link budgets and analysis related to communications and remote sensing systems Active Top Secret or Top Secret SCI clearance, or ability to obtain one desired but not required","An active clearance may provide the opportunity for you to work on sensitive SpaceX missions; if so, you will be subject to pre-employment drug and random drug and alcohol testing Must be willing to work extended hours and weekends as needed","Pay range:     RF Engineer/Level I: $120,000.00 - $145,000.00/per year     RF Engineer/Level II: $140,000.00 - $170,000.00/per year     Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience. Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock, stock options, or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short & long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation & will be eligible for 10 or more paid holidays per year. Exempt employees are eligible for 5 days of sick leave per year. "
RF Systems Engineer (Starlink),"Hawthorne, CA",Engineering - Electrical,Full-Time,https://boards.greenhouse.io/spacex/jobs/6816064002?gh_jid=6816064002,"Bachelor's degree in electrical engineering or other engineering discipline
Experience in MATLAB, Python, C++ or other tools for modeling and analyzing RF systems
1+ years of research or development experience in the areas of RF and antennas (internship, thesis, or extracurricular work is applicable)","Simulate and model communication systems Work with system architects, RF engineers, antenna engineers, modem/DSP, and ASIC engineers to partition functions between hardware and software domains Assess feasibility of various designs in support of architecture definition Deriving top level specifications for RF links and RF and antenna subsystems Characterize and analyze system performance Provide technical support to regulatory, coordination, and market access teams","Bachelor's degree in electrical engineering or other engineering discipline Experience in MATLAB, Python, C++ or other tools for modeling and analyzing RF systems 1+ years of research or development experience in the areas of RF and antennas (internship, thesis, or extracurricular work is applicable)","Master's degree or PhD in electrical engineering with emphasis in RF/microwave circuits or communication theory Experience performing analysis and simulation of communication systems Thorough understanding of RF passive and active components Experience characterizing radio performance at microwave frequencies Knowledge of digital communication systems, spread spectrum, single and multi-carrier techniques, modulation types such as PSK, APSK, QAM Understanding of electromagnetic propagation and antenna systems Knowledge of RF transceiver architectures and digital communication theory",Ability to work extended hours or weekends as needed for mission critical deadlines,"Pay range:           RF Systems Engineer/Level 1: $120,000.00 - $145,000.00/per year RF Systems Engineer/Level 2: $140,000.00 - $170,000.00/per year Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience. Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock, stock options, or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short and long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation and will be eligible for 10 or more paid holidays per year. Exempt employees are eligible for 5 days of sick leave per year."
RF Systems Engineer (Starlink),"Redmond, WA",Engineering - Electrical,Full-Time,https://boards.greenhouse.io/spacex/jobs/6815858002?gh_jid=6815858002,"Bachelor's degree in electrical engineering or other engineering discipline
Experience in MATLAB, Python, C++ or other tools for modeling and analyzing RF systems
1+ years of research or development experience in the areas of RF and antennas (internship, thesis, or extracurricular work is applicable)","Simulate and model communication systems Work with system architects, RF engineers, antenna engineers, modem/DSP, and ASIC engineers to partition functions between hardware and software domains Assess feasibility of various designs in support of architecture definition Deriving top level specifications for RF links and RF and antenna subsystems Characterize and analyze system performance Provide technical support to regulatory, coordination, and market access teams","Bachelor's degree in electrical engineering or other engineering discipline Experience in MATLAB, Python, C++ or other tools for modeling and analyzing RF systems 1+ years of research or development experience in the areas of RF and antennas (internship, thesis, or extracurricular work is applicable)","Master's degree or PhD in electrical engineering with emphasis in RF/microwave circuits or communication theory Experience performing analysis and simulation of communication systems Thorough understanding of RF passive and active components Experience characterizing radio performance at microwave frequencies Knowledge of digital communication systems, spread spectrum, single and multi-carrier techniques, modulation types such as PSK, APSK, QAM Understanding of electromagnetic propagation and antenna systems Knowledge of RF transceiver architectures and digital communication theory",Ability to work extended hours or weekends as needed for mission critical deadlines,"Pay range:           RF Systems Engineer/Level 1: $120,000.00 - $145,000.00/per year RF Systems Engineer/Level 2: $140,000.00 - $170,000.00/per year Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience. Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock, stock options, or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short and long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation and will be eligible for 10 or more paid holidays per year. Exempt employees are eligible for 5 days of sick leave per year."
"RF Test Engineer, Consumer Hardware (Starlink)","Hawthorne, CA",Engineering - Electrical,Full-Time,https://boards.greenhouse.io/spacex/jobs/7044135002?gh_jid=7044135002,"Bachelor’s degree in electrical engineering or other engineering discipline
1+ years of professional RF experience with antennas or communication systems
1+ years of professional experience with radio test equipment such as spectrum analyzers, vector signal analyzers, vector signal generators, and network analyzers
1+ years of professional programming experience in Python, C#, C++, or MATLAB ","Rapidly develop engineering, production, and design validation test solutions for our high-volume phased array antennas, including measuring overall antenna performance (radiation patterns, SNR, EVM, G/T, EIRP, ACLR, etc.) Analyze collected data and collaborate with RF/antenna engineers to understand device performance and help resolve design issues Manage cycle times and yields, work with production partners to balance quality with rate Write automation software in python to interact with units under test, test equipment, instrumentation, and documentation systems Root cause test failures to ensure issues are fully understood and to provide design recommendations for the product to increase performance, reliability, and yield Interface with senior leadership to influence the fundamental operation of our constellation and network while collaborating with electrical, silicon, software, mechanical, and manufacturing teams to steer this project from initial concept development to full-scale production","Bachelor’s degree in electrical engineering or other engineering discipline 1+ years of professional RF experience with antennas or communication systems 1+ years professional experience with radio test equipment such as spectrum analyzers, vector signal analyzers, vector signal generators, and network analyzers 1+ years of professional programming experience in Python, C#, C++, or MATLAB ","Master’s degree in electrical engineering or similar engineering degree 1+ years of professional experience designing test solutions for electronics 1+ years of professional experience working within high-volume manufacturing and test environments 1+ years of professional experience analyzing electrical schematics to develop test plans, improve test coverage, and root cause issues 1+ years of professional experience working with environmental testing such as HALT/HASS, thermal, vibration, shock, humidity, and climatic 1+ years of professional experience testing, troubleshooting, and debugging RF electronics (Wi-Fi routers, phased arrays, modems) 1+ years of professional experience testing products to meet FCC, IEC, ETSI, EU and international standards 1+ years of professional experience with fast-paced projects Demonstrated ability to work in a highly cross-functional role Ability to work in a fast paced, autonomously driven, and demanding start­up atmosphere Excellent communication skills both written and verbal Passion for advancing the commercial space industry and human spaceflight",Must be willing to travel domestically or internationally as needed  Must be available to work extended hours and weekends as needed,"Pay range:     RF Test Engineer/Level I: $120,000.00 - $145,000.00/per year     RF Test Engineer/Level II: $140,000.00 - $170,000.00/per year     Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience. Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock, stock options, or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short and long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation and will be eligible for 10 or more paid holidays per year. Exempt employees are eligible for 5 days of sick leave per year."
"RF Test Engineer, Consumer Hardware (Starlink)","Bastrop, TX",Engineering - Electrical,Full-Time,https://boards.greenhouse.io/spacex/jobs/7044025002?gh_jid=7044025002,"Bachelor’s degree in electrical engineering or other engineering discipline
1+ years of professional RF experience with antennas or communication systems
1+ years professional experience with radio test equipment such as spectrum analyzers, vector signal analyzers, vector signal generators, and network analyzers
1+ years of professional programming experience in Python, C#, C++, or MATLAB ","Rapidly develop engineering, production, and design validation test solutions for our high-volume phased array antennas, including measuring overall antenna performance (radiation patterns, SNR, EVM, G/T, EIRP, ACLR, etc.) Analyze collected data and collaborate with RF/antenna engineers to understand device performance and help resolve design issues Manage cycle times and yields, work with production partners to balance quality with rate Write automation software in python to interact with units under test, test equipment, instrumentation, and documentation systems Root cause test failures to ensure issues are fully understood and to provide design recommendations for the product to increase performance, reliability, and yield Interface with senior leadership to influence the fundamental operation of our constellation and network while collaborating with electrical, silicon, software, mechanical, and manufacturing teams to steer this project from initial concept development to full-scale production","Bachelor’s degree in electrical engineering or other engineering discipline 1+ years of professional RF experience with antennas or communication systems 1+ years professional experience with radio test equipment such as spectrum analyzers, vector signal analyzers, vector signal generators, and network analyzers 1+ years of professional programming experience in Python, C#, C++, or MATLAB ","Master’s degree in electrical engineering or similar engineering degree 1+ years of professional experience designing test solutions for electronics 1+ years of professional experience working within high-volume manufacturing and test environments 1+ years of professional experience analyzing electrical schematics to develop test plans, improve test coverage, and root cause issues 1+ years of professional experience working with environmental testing such as HALT/HASS, thermal, vibration, shock, humidity, and climatic 1+ years of professional experience testing, troubleshooting, and debugging RF electronics (Wi-Fi routers, phased arrays, modems) 1+ years of professional experience testing products to meet FCC, IEC, ETSI, EU and international standards 1+ years of professional experience with fast-paced projects Demonstrated ability to work in a highly cross-functional role Ability to work in a fast paced, autonomously driven, and demanding start­up atmosphere Excellent communication skills both written and verbal Passion for advancing the commercial space industry and human spaceflight",Must be willing to travel domestically or internationally as needed  Must be available to work extended hours and weekends as needed,"Pay range:     RF Test Engineer/Level I: $120,000.00 - $145,000.00/per year     RF Test Engineer/Level II: $140,000.00 - $170,000.00/per year     Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience. Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock, stock options, or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short and long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation and will be eligible for 10 or more paid holidays per year. Exempt employees are eligible for 5 days of sick leave per year."
RF/Microwave Engineer (Starlink),"Redmond, WA",Engineering - Electrical,Full-Time,https://boards.greenhouse.io/spacex/jobs/6816098002?gh_jid=6816098002,"Bachelor’s degree in electrical engineering, computer engineering, physics or other engineering discipline
1+ years of research and/or industry experience in RF/microwave circuit design
1+ years of professional or internship experience in analog, digital or mixed-signal design principles including designs using sensors, operational amplifiers, A/D and D/A converters, and filters","Simulate/model RF front-end systems, working with system architects, modem/DSP and ASIC engineers to partition functions between hardware and software domains Participate in subsystem design and prototyping, schematic capture, prototype bring-up and debugging, hardware bug tracking, functional verification, and signal characterization Derive RF HW specifications for the RF system and RF blocks Develop RF/microwave circuits, components, MMICs, board and packages Evaluate and characterize prototypes and RF components Characterize and analyze full radio performance Support manufacturing engineers on production testing of RF avionics components and systems","Bachelor’s degree in electrical engineering, computer engineering, physics or other engineering discipline 1+ years of research and/or industry experience in RF/microwave circuit design 1+ years of professional or internship experience in analog, digital or mixed-signal design principles including designs using sensors, operational amplifiers, A/D and D/A converters, and filters","Master’s degree in electrical or computer engineering discipline with emphasis in RF/microwave circuits or electromagnetic theory Experience with design of linear and non-linear circuits such as power amplifiers, low noise amplifiers, mixers, filters and PLLs Thorough understanding of RF passive components Familiar with radio related test equipment such as spectrum analyzers, vector signal analyzers, vector signal generator, network analyzers Experience characterizing radio performance at microwave frequencies Knowledge of digital communication systems, spread spectrum, single and multi-carrier techniques and modulation types such as QPSK, APSK and QAM RF/microwave design using ADS, HFSS, AWR or similar Understanding of electromagnetic propagation and antenna systems Schematic and layout using Altium Designer or other PCB design tool Experience in Matlab, Python, C++ or equivalent tools for modeling and analyzing RF systems Python and/or LabVIEW programming experience for test automation Digital communication theory with emphasis on bit error rate and system noise figure RF/microwave design in the Ku, Ka, V and E-band frequency range",Ability to work extended hours or weekends as needed for mission critical deadlines,"Pay range:           RF Systems Engineer/Level 1: $120,000.00 - $145,000.00/per year RF Systems Engineer/Level 2: $140,000.00 - $170,000.00/per year Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience. Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock, stock options, or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short and long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation and will be eligible for 10 or more paid holidays per year. Exempt employees are eligible for 5 days of sick leave per year."
